Date,TSCO,KMX,ROST,ORLY,AMZN,AZO,SBUX,TJX,NKE,DHI,SHW,BLL,ALB,FMC,PKG,ECL,APD,EMN,PPG,MLM,VTR,PSA,O,MAA,ESS,ARE,UDR,SBAC,PLD,AVB
2000-11,0.45327135778608774,2.0982142857142856,1.6988044352758498,9.00297619047619,30.177083333333332,26.55654761904762,4.757876509711856,2.603841327485584,4.179778280712309,4.307919774736677,5.286685557592483,1.9086695058005196,7.704536483401344,6.90369633265904,7.8651442527771,15.81788848695301,19.703799020676385,11.073385511125837,12.991076378595261,29.695107505435036,1.7033263785498483,10.329771314348493,3.6426846186319985,7.505256017049153,23.610271817161923,17.118061883108957,3.309560809816633,41.88861047653925,10.46806103842599,19.707275390625
2000-12,0.4302362948656082,1.9671875,1.6991134703159332,10.671484422683715,20.890625,26.24375,4.595816707611084,2.609611916542053,4.774464201927185,5.174182724952698,5.66096293926239,2.1382337391376494,8.216531157493591,6.567560482025146,8.448742938041686,16.53513369560242,21.386975383758546,12.248132133483887,13.095608806610107,30.93065481185913,1.9327535033226013,11.263726234436035,3.8041303992271422,7.589928197860718,25.230752372741698,17.943551540374756,3.5698909640312193,37.653662490844724,11.29423131942749,20.983202743530274
2001-01,0.6532463913872129,2.364285707473755,2.0914149624960765,12.001488095238095,17.813244047619047,27.909404754638672,4.591702438536144,2.8767669314429876,5.5036758695329935,5.418809572855632,6.177058878399077,2.306516022909255,8.419337863013858,6.81531776700701,8.017677942911783,16.089604604811896,21.782611483619327,12.041332063220796,13.69480528150286,31.098899023873464,2.6011841070084345,12.27564897991362,4.00946120988755,7.995526086716425,24.05170504252116,18.24561091831752,3.872661272684733,40.557188488188245,11.132820992242722,20.808902195521764
2001-02,0.7790478373828688,2.5636841999857047,2.254850487960012,10.098684210526315,13.50328947368421,25.34526333055998,4.983079960471706,3.047761766534103,5.124226946579783,5.383889901010614,6.197147519964921,2.1185556963870398,8.61087417602539,7.074100795545076,7.765408867283871,16.658332925093802,22.28723184685958,12.967293187191611,14.93720827604595,33.529345763357064,3.0011000507756282,12.320246144344932,4.048860462088334,7.9482346835889315,23.34579768933748,18.151758695903577,4.083088899913587,38.16143537822523,10.932352869134201,20.30583301343416
2001-03,0.7772591682997617,2.98568180474368,2.11880606954748,9.306818181818182,10.908409075303512,26.997272751548074,4.5181778994473545,3.056867556138472,3.869909741661765,5.174157424406572,6.1017221104015,2.3008679151535034,8.312422188845547,7.325916442004117,7.636090256951072,16.556166822260078,22.87654261155562,13.27900591763583,15.24361311305653,33.74506092071533,3.233537782322277,12.5263070193204,4.030515540729869,7.9331278584220195,23.243981968272816,18.300012155012652,4.317569104107943,24.166721257296476,11.086093425750732,20.999716758728027
2001-04,0.775351083278656,4.248499953746796,2.111287808418274,10.665312480926513,13.316500091552735,29.249000072479248,4.0766426682472225,2.9386815190315247,3.925099861621857,5.5032977819442745,5.1248867273330685,2.4411718249320984,8.174388217926026,6.8343547821044925,7.63614068031311,15.863985729217529,24.104110527038575,13.898791790008545,15.30899910926819,33.23061046600342,3.426271617412567,12.934420251846314,4.330385828018189,8.122434949874878,21.277996635437013,18.654058170318603,4.427049160003662,22.174704027175903,10.940879201889038,19.499044609069824
2001-05,0.8690087686885487,6.55045450817455,2.3998201326890425,11.777727300470525,15.811818166212602,32.123181863264605,4.057892550121654,3.282081430608576,4.146955154158852,5.67358136177063,5.197000763633034,2.388458241115917,8.164380550384521,7.12001336704601,8.31651689789512,15.718623248013584,25.76945868405429,13.941009824926203,17.08293091167103,36.99983041936701,3.535180601206693,13.225711909207432,4.420101295817982,8.575639941475607,21.96366310119629,18.68202885714444,4.7625873522325,27.628047943115234,11.248839551752264,20.01559656316584
2001-06,0.8732072824523562,7.382857163747151,2.518129269282023,13.431666692097982,14.158571334112258,36.247618720644994,4.214810235159738,3.2581512246813094,4.207726751055036,5.613579341343471,5.323988959902809,2.4794520877656483,8.13656068983532,7.022028741382417,8.6506134668986,16.108249755132768,26.889286041259766,13.065132050287156,16.207465807596844,36.240019117082866,3.8900485038757324,14.108927681332542,4.515748182932536,9.079110917590913,23.130807876586914,18.641914730980282,5.008652142116001,20.877647036597843,11.491144861493792,20.585915429251536
2001-07,1.0283402403195698,8.27238096509661,2.430712347938901,15.905476070585705,14.78285721370152,43.96142832438151,4.142277899242583,3.246920029322306,4.508306435176304,6.732859566098168,5.473550819215321,2.54055050441197,7.732942149752662,6.439711003076463,9.802163487388974,15.884459086826869,25.708086922055198,12.054695583525158,16.16694668361119,35.29677563621884,4.299000013442266,14.494540941147577,4.674159685770671,9.484375726609002,23.707164855230424,19.760751905895415,5.153038206554594,20.15475809006464,11.880038306826638,21.23225175766718
2001-08,1.18183840357739,7.978260890297268,2.8069344810817554,15.984565237294072,10.419999868973441,45.91391322923743,3.7154078587241797,3.49442808524422,4.927684742471446,6.214896741120712,5.495073650194251,2.6406041953874673,7.5336361553358,6.0248420549475625,10.723396301269531,15.941398330356764,24.11949870897376,11.129490810891856,16.56584689928138,32.058137147322945,4.755688397780709,16.125895956288215,4.760294084963591,9.635409230771272,25.13310084135636,20.44604964878248,5.241134602090587,15.396556273750637,12.168938180674678,22.420078609300695
2001-09,1.0834428588549296,5.696999994913737,2.9101482391357423,13.712333297729492,7.4433333079020185,45.44866689046224,3.162296756108602,3.1336052735646565,4.637893803914388,5.506240685780843,5.373546695709228,2.958829625447591,6.811496829986572,5.128748385111491,9.175878524780273,14.155265553792317,22.097121302286784,9.449421056111653,14.322926457722982,29.714606730143228,4.53485320409139,16.276028633117676,4.597329330444336,9.466242663065593,23.563704172770183,19.516880416870116,5.242715485890707,12.297922579447429,11.343907801310221,21.23954569498698
2001-10,1.3800956943760747,8.057391270347264,3.1963535391766094,14.840652175571607,7.646956588910974,56.056521705959156,3.4080542896104897,3.4113911131153936,4.8308075199956475,5.5855887039848,5.835968639539636,3.1496480340543003,7.199892396512239,4.68297697150189,9.42695949388587,14.117590448130732,22.565977677055027,9.685880826867145,14.921909788380498,31.03118896484375,5.031390749889871,16.787058622940727,4.768335674120032,9.589046809984291,23.42009453151537,20.109949360723082,5.315408022507377,11.786912876626719,11.296178651892621,20.990136519722316
2001-11,1.5638192665009272,9.607142857142858,3.0988862173897878,15.603571437654042,8.784285636175246,65.18666639782134,3.716088431222098,3.6170472531091598,5.144123622349331,6.336282480330694,6.533447469983782,3.50603605452038,7.8417047546023415,4.895458584740048,9.608017830621629,14.727926662990026,25.469417572021484,10.159680003211612,16.357865742274694,32.62142935253325,5.048423040480841,17.155654089791433,4.792118095216297,9.721705027988978,22.750967661539715,20.697248458862305,5.361065160660517,9.72623398190453,11.872114544823056,21.445279984247115
2001-12,1.7047023057937623,11.116000080108643,3.186340057849884,18.036000061035157,11.07300000190735,73.4254997253418,3.931493175029755,3.76159907579422,5.508004570007325,8.060340309143067,6.704689908027649,3.6090553522109987,8.509677505493164,5.372814297676086,9.702660751342773,15.213397645950318,27.021901416778565,10.393730449676514,16.008609199523924,34.312684059143066,5.024753499031067,17.162325382232666,4.89992880821228,9.912212800979614,23.756165027618408,21.018756484985353,5.443953323364258,11.785181760787964,12.400287342071532,21.9269136428833
2002-01,2.0410287153153193,10.427619025820778,3.5257469585963657,15.527619089399066,12.079047566368466,65.29952312651135,4.537045796712239,3.9327093192509244,5.771465573992048,8.432869661422004,6.5493364334106445,3.7198931603204635,8.568721952892485,6.063646657126291,9.899629592895508,16.26015181768508,26.676618757702055,11.069729759579612,15.120911098661876,33.9548393431164,5.131376834142776,17.96248772030785,5.15624779746646,10.052272932870048,23.537131264096214,20.989269074939546,5.439342135474796,10.104533581506638,12.491982369195847,21.142429896763392
2002-02,2.1114430553034733,12.53763158697831,3.7736102530830786,16.786842045031097,13.071578929298802,66.99421049419202,4.513394129903693,3.7122999868894877,5.969531511005602,9.483143455103823,6.393109221207468,4.357206394797878,8.73222561886436,6.322580111654181,9.952535378305535,17.46105987147281,27.388151670757093,10.963253222013774,15.122329661720677,31.1806909661544,5.083715413746081,18.838015004208213,5.347441020764802,9.95014140480443,22.92810861687911,21.102163314819336,5.4275715978522046,4.1273892804196,12.517046978599147,21.141406209845293
2002-03,2.398100972175598,13.653250026702882,3.8832294821739195,16.016499948501586,15.319999885559081,67.0724998474121,4.80891523361206,3.8501309871673586,6.076115822792053,10.301988363265991,7.014900279045105,4.736031103134155,9.533345651626586,7.093570375442505,10.691474628448486,18.575620460510255,29.727530002593994,12.838156509399415,16.91417188644409,32.49550428390503,5.401355957984924,19.063804149627686,5.512383317947387,10.004172039031982,25.081217765808105,22.222957801818847,5.787129974365234,3.8300733089447023,13.120672273635865,22.737522697448732
2002-04,2.8032211282036523,14.16954552043568,4.009581739252264,14.783863631161777,14.550454659895463,71.95636402476917,5.0374671979383985,4.111468466845426,5.735564296895808,9.46130860935558,7.382051446221092,5.073166847229004,10.401730060577393,7.162630167874423,10.824715917760676,17.589426734230734,28.915186535228383,12.91115227612582,16.646856394681063,31.225470889698375,5.6444594426588575,19.50502976504239,5.714876023205844,10.347551952708852,26.16844064539129,23.47460139881481,6.219505440105092,2.835651462728327,13.74352572181008,23.236615094271574
2002-05,3.1267203742807563,14.892727201635187,4.304320747202093,16.01522718776356,18.104999975724652,77.16318095814098,4.7534238425168125,4.220071510835127,5.468589565970681,9.81367774443193,7.851040731776845,4.859151103279808,11.508401090448553,6.839795199307528,11.056181170723654,18.47336370294744,29.666906010020863,12.667685985565186,17.62473626570268,30.836603251370516,5.678119464354082,18.89694543318315,5.840283393859863,10.330720381303268,25.535880175503817,23.651359037919477,6.220929947766391,2.090203485705636,13.893874992023814,21.735842184586957
2002-06,3.652133882045746,11.617000007629395,4.4052657127380375,15.250000095367431,17.390999841690064,80.71099967956543,5.02505886554718,4.0297144770622255,5.129328060150146,9.528751134872437,7.516209268569947,4.409966540336609,11.660991525650024,5.542421126365662,10.742779397964478,18.359162425994874,28.41323127746582,12.674746227264404,18.20167064666748,30.387288761138915,5.747744822502137,18.809792041778564,6.067831015586853,10.431317138671876,26.884829902648924,24.68598690032959,6.1460870742797855,1.4453107178211213,14.57092251777649,21.88697624206543
2002-07,3.3931524103338067,9.10272730480541,4.055109219117598,13.763181816447865,14.780000079761852,70.30772729353471,4.416496927087957,3.6531871773979883,5.234745914285833,8.863463228399103,6.915946700356224,4.252040212804621,10.899741519581188,4.829991665753451,9.980667981234463,16.707043691114947,27.069435813210227,12.138779380104758,17.92346308448098,27.570237333124336,5.4571029056202285,18.291403336958453,5.867038640108976,10.31479076905684,25.158963376825508,23.312288891185414,5.9231861504641445,1.4779352437366138,14.012486978010697,20.705645994706586
2002-08,3.46074547550895,7.715000000866977,3.7429907105185767,14.351136467673562,14.547727238048207,70.48090848055753,4.13338793407787,3.80450824174014,4.487872340462425,8.103990598158402,7.05084228515625,4.896596388383345,11.219705234874379,4.852909781716087,10.332854184237393,18.64011391726407,26.71877210790461,12.456936359405518,17.92835842479359,28.277715076099742,5.752736893567172,17.13737461783669,5.869551203467629,10.071081551638516,25.736501953818582,22.52591237154874,6.299753600900823,1.4962585460055957,14.509895368055863,21.108569491993297
2002-09,3.6063973903656006,8.750500011444093,4.05405580997467,15.106750059127808,16.28799991607666,75.03250007629394,4.223487687110901,3.9482927680015565,4.300547194480896,7.95447850227356,6.272450709342957,5.497694754600525,10.410676097869873,5.048193836212159,9.805822563171386,17.32467918395996,25.845808124542238,11.875002765655518,16.092240190505983,28.11662654876709,5.805857586860657,16.83478364944458,5.99375159740448,10.228480577468872,25.81761531829834,22.481641960144042,6.355885410308838,1.303729236125946,14.415748739242554,20.82042179107666
2002-10,3.8148923334868057,7.9493478277455205,4.201633339342863,13.894782563914424,18.37739131761634,83.1747817993164,4.624865511189336,3.7230137638423755,4.40600035501563,7.264881984047268,6.1096886759218965,5.208850736203401,9.910522792650307,5.233488725579304,9.490420631740404,18.37471796118695,25.589718279631242,10.51269357100777,14.958142944004225,22.920721966287363,5.152998426686162,15.92996481190557,5.845675385516623,9.742203380750572,24.021166345347527,21.710590030836023,5.921226667321247,0.344121590256691,13.494234458259914,18.52881191087806
2002-11,4.656770491600037,8.621250009536743,4.6283362865447994,13.222500038146972,21.34999990463257,83.82000007629395,4.572832679748535,4.000954914093017,4.525529551506042,7.196109819412231,7.056988143920899,5.021553492546081,10.988125371932984,5.104417729377746,9.433233833312988,19.672631549835206,25.280492305755615,10.595807743072509,15.328003025054931,22.927792835235596,5.4045199155807495,16.07565302848816,6.168042922019959,10.34943470954895,25.34542751312256,22.329494285583497,6.1758362531661986,0.5407625272870064,13.600423336029053,18.712367439270018
2002-12,4.481060152962094,9.286904743739537,4.582083225250244,13.043095316205706,21.84238088698614,74.12523832775298,4.281762872423444,3.9321306546529136,4.448319230760847,6.8512285096304755,7.081160091218495,5.317445073808942,10.95644442240397,4.9117878051031205,9.719332513355074,19.602716355096724,25.650292441958474,10.525543394542876,15.618552616664342,23.810910088675364,5.184918698810396,16.753603980654763,6.386968771616618,10.205864225115095,26.254831859043666,22.27039555140904,6.407320726485479,0.4986251734551929,13.994935989379883,18.857425962175643
2003-01,4.437998408362979,8.565000034513927,4.537545158749535,12.445714223952521,21.50857162475586,65.68238085792179,4.358700093768892,3.8829432328542075,4.575508412860689,7.434607119787307,7.019970780327206,5.5320990199134465,10.51681509472075,4.668064140138172,9.976189794994536,20.025355747767858,25.094371614002046,10.40815798441569,16.21921375819615,23.32988757178897,5.175225144340878,16.908998398553756,6.1064422698248,10.167025384448824,26.199775877453032,22.260270073300315,6.493964399610247,0.548721813020252,13.74630423954555,18.61237099057152
2003-02,3.7338261227858696,7.465789468664872,3.7961342083780387,11.847631504661159,21.47315788269043,65.08894749691612,4.628397966686048,3.3848589721478914,4.503661481957686,7.299609134071751,6.701985434481972,5.581199495415938,9.347196127239027,3.2075387176714445,9.34517654619719,19.488522680182207,23.5773858522114,9.295083849053634,15.24476789173327,21.90292197779605,5.189439698269493,17.003731878180254,6.185418605804443,10.056814494885897,26.10351391842491,22.039911772075452,6.406919855820505,0.6841033822611758,13.995077685305947,17.83902348970112
2003-03,3.6373276029314314,7.016190438043504,3.7717588515508744,13.02666677747454,25.11571439107259,68.4490472702753,5.036159083956764,3.4209307375408353,5.034305549803234,7.203617413838704,6.642660095578148,5.69359218506586,8.8801577431815,2.7991106850760326,9.531718208676292,19.844855172293528,23.848530451456707,8.701091357639857,14.718564987182617,21.274515787760418,5.5227886608668735,17.05947953178769,6.465331440880185,10.140605654035296,26.92603674389067,22.636419750395277,6.519836334955125,0.8787975765409923,14.309225581941151,17.93569819132487
2003-04,4.3251697562989735,8.989047618139358,3.9235688277653287,14.216904776436943,26.247618902297248,76.59142775762649,5.188174270448231,3.699158089501517,5.31461440949213,8.590995107378278,6.947855427151635,6.035182748522077,9.384480476379395,3.0863632701692127,10.043344633919853,20.509337652297248,25.126322428385418,8.573962711152577,14.985742705208915,22.382586887904576,5.784928072066534,17.51050594874791,6.873944237118676,10.696245874677386,28.82629903157552,23.291949862525577,6.922685736701602,1.3746135972795033,14.38722746712821,19.355302174886067
2003-05,4.810818808419364,11.06166662488665,4.196736437933786,15.14809513092041,32.172857012067524,84.63380940755208,4.832167557307652,3.6796115807124545,5.411757718949091,9.607156344822474,6.946480637504941,5.6948148636590865,9.859747341700963,3.5436694622039795,10.066076869056339,20.50375220889137,25.62340109688895,8.968988645644416,15.568072364443825,24.75799406142462,6.39636602855864,18.41422562372117,6.902275925590878,11.69487830570766,30.117393947782972,23.89938654218401,7.234768367948986,2.314744472503662,14.330208505902972,20.855288460141136
2003-06,5.347787085033598,14.455000059945244,4.455223310561407,16.555952390034992,35.25714311145601,79.00047665550595,5.001312528337751,3.804530631928217,5.612747850872221,11.494779904683432,6.971210706801641,5.051062152499244,10.414524169195266,3.8751406215486073,9.90668469383603,21.663594745454333,25.34153211684454,9.495398566836403,16.41070960816883,27.980594816662016,6.918549378712972,18.94305165608724,7.129490239279611,11.781829379853749,30.544930049351283,24.310505730765207,7.175396192641485,2.9430589902968634,14.680448668343681,21.573313213530042
2003-07,5.681368025866422,16.995000058954414,4.638917901299217,17.875681617043234,38.84772716869008,78.94272717562589,5.495206486095082,3.786559917710044,5.332777543501421,11.184301679784602,7.113277305256236,4.933066324754194,10.62736108086326,4.288608529350975,10.180455988103693,20.209942557594992,26.09544528614391,9.707700079137629,16.906138116663154,27.44824756275524,7.594841090115634,19.42604281685569,7.495128458196467,12.589782758192582,31.40667689930309,25.26036600633101,7.539589144966819,3.4742873040112583,14.562476765025746,22.324378880587492
2003-08,6.613622120448521,17.810952413649787,4.965745630718413,18.260714031401136,42.19190434047154,86.18428620837983,5.529986722128732,4.093431597664242,5.4367514337812155,11.43706294468471,7.537808804284959,5.265610717591786,10.323699133736747,4.349633512042818,10.80346779596238,20.694678170340403,27.856174014863512,10.37796365647089,17.924271992274694,29.774173827398393,7.719407490321568,20.12498683021182,7.337309405917213,13.111031214396158,32.93192009698777,25.48260298229399,7.661157903217134,3.383160125641596,14.699967429751442,23.596901212419784
2003-09,7.79589353288923,17.591190519787016,5.136782895951044,19.078095209030877,47.43714305332729,89.58999997093564,6.004531088329497,4.0796167850494385,5.896221660432362,12.348472004845028,7.630551406315395,5.6962248257228305,10.695568765912737,4.783534663064139,11.013553710210891,21.159457524617512,28.34218188694545,10.270514488220215,17.6995849609375,29.877659570603143,8.373734383356004,21.168163572038925,7.501588821411133,13.635301680791946,34.089395250592915,26.31816228230794,7.74091488974435,3.2562798886072066,15.640902246747698,23.91661789303734
2003-10,8.476350266000498,16.96065206113069,5.408522419307543,19.99695645207944,56.06260847008747,94.99608678403108,6.226068932077159,4.1614652716595195,6.420945333397907,14.724119559578273,8.09407145044078,5.943269625954006,10.522218165190324,4.976025228915007,10.845786426378334,21.761634080306344,28.12338348056959,9.670289371324623,18.129175683726434,31.338853504346766,8.68733841439952,22.51001391203507,7.61103866411292,14.227478856625764,33.71855578215226,28.258462657099184,7.78808015325795,3.770803337511809,16.37759677223537,24.086616764897887
2003-11,9.201513742145739,16.25473700071636,5.619267313103927,21.203947468807822,52.725263695967826,93.77999958239104,6.528073812785902,4.439708584233334,6.414306715915077,16.279074970044586,8.362847830119886,5.923676214720073,10.376969086496453,5.274655342102051,10.797870435212788,21.37426175569233,27.638830385710065,10.156811262431898,19.050439232274105,33.26699046084755,9.454123998943128,23.940584182739258,7.645487860629433,14.718623462476229,33.658026243510996,30.934139653256064,7.829407516278718,3.5519558505008093,16.585675590916683,24.149091017873662
2003-12,8.738525173880838,15.540909030220725,5.630066936666315,20.209545482288707,51.291818618774414,86.21181800148703,6.593163772062822,4.321693528782237,6.725553924387151,16.882656574249268,8.69238636710427,6.236490531401201,11.236754244024103,5.929987712339922,11.697429570284756,22.22977031360973,30.943247708407316,11.408233902671121,20.60167694091797,36.01621454412287,10.157919840379195,25.094929174943402,7.716004436666315,15.207465605302291,35.17904923178933,32.114612492648035,8.234004714272238,3.4608801820061426,17.410838213833895,25.197641546075996
2004-01,9.006364059448241,16.082999992370606,5.879405570030213,19.1107497215271,53.94700050354004,84.84400100708008,7.1010870933532715,4.579709148406982,6.990580725669861,16.076686334609985,8.850916194915772,6.295595645904541,11.548835515975952,6.202328300476074,12.246615886688232,21.955044651031493,31.48619689941406,11.84184651374817,20.278678703308106,38.24661483764648,11.302880811691285,25.3733699798584,7.7508738279342655,15.606053447723388,34.06519603729248,33.12685565948486,8.059058046340942,4.598939156532287,18.297075462341308,25.009128952026366
2004-02,9.285151431435033,16.947631635163958,6.431316225152266,19.78789490147641,45.217368276495684,88.88000046579461,7.695748680516293,4.689540285813181,7.3283896697194955,17.70321936356394,8.930156808150443,6.882376093613474,10.871296179922004,6.600740884479723,12.37493520033987,22.28987151698062,30.077750557347347,12.551020521866647,19.490900541606702,36.61381028827868,12.64971607609799,26.963985342728463,8.237693234493857,16.223596271715667,34.12222008956106,35.105164778859994,8.221295607717414,4.082886394701506,19.059532667461195,26.28771962617573
2004-03,8.989864266437033,15.266739264778469,6.268452291903288,19.635434855585512,42.35521697998047,84.8673905082371,7.697682318480118,4.795810616534689,7.685705972754437,20.195402145385742,9.05742425503938,7.055476789889128,10.898049727730129,6.975409300430961,12.496503207994545,22.5590587284254,29.372042614480723,12.381966425024945,19.01320739414381,36.81380910458772,12.988410949707031,27.41103628407354,8.58366522581681,16.995817764945652,35.66825883284859,34.82155028633449,8.488428571949834,3.9657342433929443,19.531541326771613,27.841493855351988
2004-04,8.784436770847865,14.21380951291039,6.530319622584751,20.655238015311106,46.532857259114586,85.16571371895927,7.959480989547003,5.051080726441883,7.676977407364618,18.41724377586728,9.827603430975051,7.443092300778344,11.287347203209286,7.8167837006705145,12.972154571896507,23.51797730582101,31.413697197323753,13.072851725987025,20.10249392191569,35.84422865368071,11.544483411879767,24.875103360130673,7.71323131379627,15.650129954020182,34.46424829392206,33.38077563331241,8.162855080195836,4.0170927955990745,17.799978710356214,26.900674456641788
2004-05,8.096903467178345,11.766000080108643,5.686705279350281,21.56949987411499,43.26349983215332,84.47850074768067,7.960317254066467,4.868990707397461,6.961465978622437,16.129241704940796,9.646221017837524,6.994711589813233,10.812184762954711,7.307855892181396,12.476216650009155,23.997427940368652,29.804422283172606,13.54883508682251,19.46644353866577,33.81459465026855,10.887391614913941,24.218857097625733,7.518243455886841,15.686232471466065,34.765311050415036,30.75595712661743,8.46290855407715,3.4972586393356324,16.737674474716187,27.399179935455322
2004-06,8.587000483558292,10.912857146490188,5.603951590401786,22.520952497209823,50.857618967692055,88.1961902436756,8.797861326308478,5.106427737644741,7.320497853415353,16.80720429193406,10.313800221397763,7.525326865059989,11.466161864144462,7.569777125403995,13.211523056030273,25.326988038562593,30.51924651009696,13.7961699622018,20.408722741263254,35.033570244198756,11.465113412766229,26.538637070428756,8.060282071431478,17.426902316865466,37.16809481666202,31.514283316476003,8.78676682426816,4.088726475125267,18.66259039015997,29.3814453851609
2004-07,8.310128075735909,9.851428531465077,5.063239460899716,20.80499994187128,46.0028570265997,77.26238105410621,9.518683115641275,4.582532065255301,7.422123568398612,15.728880518958682,10.479066303798131,7.693659600757417,11.855484599158878,7.430728866940453,13.361386934916178,25.33444477262951,31.04831277756464,13.641544796171642,20.015418188912527,34.45689918881371,12.249134199959892,26.97806776137579,8.2082336970738,17.749121983846027,38.02371106828962,34.28579929896763,8.813631693522135,4.334995678492954,19.318034489949543,30.897775559198287
